input_0,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,input_11,input_12,input_13,input_14,input_15,input_16,input_17,input_18,input_19,decimal,divide_by_4,divide_by_6,divide_by_9
1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,687463,0,0,0
0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,492621,0,0,0
0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,34085,0,0,0
0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,43286,0,0,0
1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,601117,0,0,0
0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,248873,0,0,0
1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,850631,0,0,0
1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,632789,0,0,0
0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,83777,0,0,0
1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,813081,0,0,0
0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,78575,0,0,0
1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,777194,0,0,0
1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,618845,0,0,0
0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,296698,0,0,0
0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,453208,1,0,0
0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,357809,0,0,0
0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,322997,0,0,0
1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,980429,0,0,0
1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,919400,1,0,0
0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,39186,0,1,1
0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,274684,1,0,0
1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,767576,1,0,0
0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,324180,1,1,1
0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,85917,0,0,0
1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,592897,0,0,0
1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,979008,1,1,0
1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,804102,0,1,0
0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,80604,1,1,1
0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,508664,1,0,0
0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,184919,0,0,0
1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,914172,1,1,0
0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,390376,1,0,0
0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,132446,0,0,0
1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,813428,1,0,0
1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,807762,0,1,0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,131645,0,0,0
1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,553990,0,0,0
0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,316454,0,0,0
0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,354632,1,0,0
1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,631251,0,0,1
0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,241186,0,0,0
1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,552306,0,1,0
0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,429497,0,0,0
0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,140147,0,0,0
1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,867057,0,0,0
1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,690385,0,0,0
0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,296492,1,0,0
1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,712560,1,1,0
1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,793070,0,0,0
0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,335441,0,0,0
0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,375911,0,0,0
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,328722,0,1,0
0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,173962,0,0,0
1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,645544,1,0,0
1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,850613,0,0,0
0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,104401,0,0,0
1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,726996,1,1,0
0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,320508,1,1,1
0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,520801,0,0,0
1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,952851,0,0,0
0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,330081,0,0,0
1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,759855,0,0,0
0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,245008,1,0,0
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,2844,1,1,1
1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,794611,0,0,0
0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,157236,1,1,0
1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,637027,0,0,0
1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,788308,1,0,0
0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,134403,0,0,0
0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,406111,0,0,0
1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,841519,0,0,0
0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,105601,0,0,0
1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,533247,0,0,0
0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,346990,0,0,0
0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,93852,1,1,1
0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,277634,0,0,0
0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,517710,0,1,0
0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,358863,0,0,0
0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,303084,1,1,1
1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,834154,0,0,0
0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,507976,1,0,0
0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,186259,0,0,0
0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,244908,1,1,1
1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,745182,0,1,1
1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,637521,0,0,0
1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,620837,0,0,0
0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,518141,0,0,0
0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,140788,1,0,0
1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,990225,0,0,1
0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,179271,0,0,1
0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,67143,0,0,0
0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,280568,1,0,0
1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,988232,1,0,0
1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,800511,0,0,0
1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,910089,0,0,1
0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,455066,0,0,0
0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,314700,1,1,0
0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,146077,0,0,0
0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,473584,1,0,0
1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,876404,1,0,0
1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,721067,0,0,0
0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,233863,0,0,0
1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,728903,0,0,0
0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,437094,0,1,1
0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,488820,1,1,0
0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,456756,1,1,0
1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,992895,0,0,0
0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,476789,0,0,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,394023,0,0,0
0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,494771,0,0,0
1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,621929,0,0,0
1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,761546,0,0,0
1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,751506,0,1,0
0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,73494,0,1,1
0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,89931,0,0,0
0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,5046,0,1,0
0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,111237,0,0,0
1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,664973,0,0,0
1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,967768,1,0,0
1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,671629,0,0,0
0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,103020,1,1,0
1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1045094,0,0,0
1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,664064,1,0,0
0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,154592,1,0,0
0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,293231,0,0,0
1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,907500,1,1,0
0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,321930,0,1,1
0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,273394,0,0,0
1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,783911,0,0,0
1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,956534,0,0,0
1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,542641,0,0,0
0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,325480,1,0,0
1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,677359,0,0,0
0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,459507,0,0,0
0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,81023,0,0,0
0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,202212,1,1,1
1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,941206,0,0,0
0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,101800,1,0,0
1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,870954,0,1,0
1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,637675,0,0,0
0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,387089,0,0,0
1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,932906,0,0,0
1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1002149,0,0,0
1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,863207,0,0,0
1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,914753,0,0,0
0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,92327,0,0,0
1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,944468,1,0,0
1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,871077,0,0,0
0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,78880,1,0,0
1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,725562,0,1,1
0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,140810,0,0,0
1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,614222,0,0,0
0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,430082,0,0,0
1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,772464,1,1,0
0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,193046,0,0,0
1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,837137,0,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,41025,0,0,0
0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,506870,0,0,0
1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,976942,0,0,0
1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,675240,1,1,0
0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,323939,0,0,0
1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,847397,0,0,0
1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,759992,1,0,0
0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,135763,0,0,0
1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,997568,1,0,0
1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,621465,0,0,0
0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,228817,0,0,0
1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,680706,0,1,1
1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,998278,0,0,0
0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,81665,0,0,0
1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,626955,0,0,0
1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,752033,0,0,0
0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,296619,0,0,0
1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1024991,0,0,0
1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,579326,0,0,0
1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,915386,0,0,0
0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,37929,0,0,0
1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,825054,0,1,0
0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,467492,1,0,0
1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,706978,0,0,0
1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,664335,0,0,1
0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,393636,1,1,0
0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,500878,0,0,0
0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,51841,0,0,0
0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,225352,1,0,0
1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1003421,0,0,0
1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,921950,0,0,0
0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,23582,0,0,0
0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,180684,1,1,1
1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1041665,0,0,0
0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,296225,0,0,0
1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,982259,0,0,0
0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,497772,1,1,1
1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,881920,1,0,0
0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,286470,0,1,1
0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,402498,0,1,1
0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,68860,1,0,0
0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,286755,0,0,0
1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,882801,0,0,1
0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,360695,0,0,0
0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,221764,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,524372,1,0,0
0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,408181,0,0,0
1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,624395,0,0,0
0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,236605,0,0,0
1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,777258,0,1,1
1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,981023,0,0,0
0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,31944,1,1,0
1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,647918,0,0,0
1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1037130,0,1,0
1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1026845,0,0,0
1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,773874,0,1,1
1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,789504,1,1,0
1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,830932,1,0,0
1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,728714,0,0,0
1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,844267,0,0,0
0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,93895,0,0,0
0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,117528,1,1,0
1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,904044,1,1,0
1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,622125,0,0,1
0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,504322,0,0,0
0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,14735,0,0,0
0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,477397,0,0,0
0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,284356,1,0,0
0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,464329,0,0,0
1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1010015,0,0,0
1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,715686,0,1,0
0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,196908,1,1,0
1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,666387,0,0,1
0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,497231,0,0,0
1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,752492,1,0,0
1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,572932,1,0,0
0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,137342,0,0,0
1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,935456,1,0,0
1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,779616,1,1,1
1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,601747,0,0,0
1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,549796,1,0,0
0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,522608,1,0,0
0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,503139,0,0,0
1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,650772,1,1,1
0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,341219,0,0,0
0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,345405,0,0,0
0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,494694,0,1,1
0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,90182,0,0,0
0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,505982,0,0,0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,299183,0,0,0
1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1033322,0,0,0
1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,958964,1,0,0
1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,662513,0,0,0
1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,929745,0,0,1
1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,536006,0,0,0
0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,76815,0,0,1
1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,731723,0,0,0
1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,692269,0,0,0
0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,423430,0,0,0
1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,888117,0,0,0
0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,378884,1,0,0
1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,881516,1,0,0
1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,874379,0,0,0
0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,253953,0,0,1
1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,697702,0,0,0
0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,240602,0,0,0
1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,901055,0,0,0
1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,631589,0,0,0
1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,576097,0,0,0
1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,744030,0,1,1
0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,469588,1,0,0
1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,648998,0,0,0
1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,857396,1,0,0
0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,396185,0,0,0
0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,389254,0,0,0
1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,538623,0,0,1
0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,297625,0,0,0
0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,110653,0,0,0
1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,552174,0,1,0
1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,710568,1,1,1
1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1018378,0,0,0
0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,200949,0,0,0
1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,692273,0,0,0
1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,878113,0,0,0
1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,965152,1,0,0
1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,573686,0,0,0
1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,729405,0,0,1
